aditem-detail-title,aditem-detail-title href,display-desktop,list-location-region,tx,pillDiv href,ano,kms,die,ejes,cc,cmanual,cauto,gas
MINI - MINI COOPER CABRIO,https://www.milanuncios.com/mini-de-segunda-mano/mini-mini-cooper-cabrio-373846089.htm,Mini de segunda mano en Malaga,malaga,"Tenemos los mejores precios del mercado (si encuentra un vehículo de las mismas características,  mas barato que el nuestro,  se lo mejoramos) 

vehículo nacional,  de nuestra propia flota

* precio al contado:  23. 500 €

* precio marbesol:  21. 000 € (financiando y entregando un vehículo,  consultar condiciones)

* su coche sin entrada desde 306 € (calculado a 120 meses)

* precio todo incluido (iva,  garantía,  transferencia y revisión)

*  vehículos revisados y km garantizados

*  servicio de",https://www.milanuncios.com/mini-de-segunda-mano/mini-mini-cooper-cabrio-373846089.htm#fotos,año 2019,25.000 kms,,2 puertas,136 cv,,automat,gasolina
NISSAN - JUKE DIGT EU6 85 KW 115 CV 6MT ACENTA,https://www.milanuncios.com/nissan-de-segunda-mano/nissan-juke-digt-eu6-85-kw-115-cv-6mt-acenta-373846031.htm,Nissan de segunda mano en Malaga,malaga,"Fecha de matriculación:  28-12-2017
vehiculo matriculado el 29/12/2017

tenemos los mejores precios del mercado (si encuentra un vehículo de las mismas características,  mas barato que el nuestro,  se lo mejoramos) 

* precio al contado:   11. 300 €

* precio marbesol:   10. 000 € (financiando y entregando un vehículo)

 * su coche sin entrada desde 202 € (calculado a 72 meses)

* precio todo incluido (iva,  garantía,  transferencia y revisión)

*  vehículos revisados y km garantizados

*  servicio",https://www.milanuncios.com/nissan-de-segunda-mano/nissan-juke-digt-eu6-85-kw-115-cv-6mt-acenta-373846031.htm#fotos,año 2018,60.000 kms,,5 puertas,115 cv,manual,,gasolina
SKODA - FABIA 1. 0 MPI 55KW 75CV AMBITION,https://www.milanuncios.com/skoda-de-segunda-mano/skoda-fabia-1-0-mpi-55kw-75cv-ambition-373846068.htm,Skoda de segunda mano en Malaga,malaga,"Fecha de matriculación:  26-02-2018
tenemos los mejores precios del mercado (si encuentra un vehículo de las mismas características,  mas barato que el nuestro,  se lo mejoramos) 

* precio al contado:  8. 300 €

* precio marbesol:  7. 200 € (financiando y entregando un vehículo)

* su coche sin entrada desde 168 € (calculado a 60 meses)

* precio todo incluido (iva,  garantía,  transferencia y revisión)

*  vehículos revisados y km garantizados

*  servicio de transporte y entrega (solo península)

*",https://www.milanuncios.com/skoda-de-segunda-mano/skoda-fabia-1-0-mpi-55kw-75cv-ambition-373846068.htm#fotos,año 2018,40.000 kms,,5 puertas,75 cv,manual,,gasolina
BMW - SERIE 4 420D AUTO.,https://www.milanuncios.com/bmw-de-segunda-mano/bmw-serie-4-420d-auto-373846067.htm,Bmw de segunda mano en Malaga,malaga,"Fecha de matriculación:  05-03-2018
tenemos los mejores precios del mercado (si encuentra un vehículo de las mismas características,  mas barato que el nuestro,  se lo mejoramos) 

 vehículo nacional,  de nuestra propia flota

* precio al contado:  30. 900 €

* precio marbesol:  27. 800 € (financiando y entregando un vehículo,  consultar condiciones)

* su coche sin entrada desde 406 € (calculado a 120 meses)

* precio todo incluido (iva,  garantía,  transferencia y revisión)

*  vehículos revisados",https://www.milanuncios.com/bmw-de-segunda-mano/bmw-serie-4-420d-auto-373846067.htm#fotos,año 2018,65.000 kms,diesel,2 puertas,190 cv,,automat,
FIAT - 500C LOUNGE 1. 2 8V 51KW 69 CV,https://www.milanuncios.com/fiat-de-segunda-mano/fiat-500c-lounge-1-2-8v-51kw-69-cv-373846033.htm,Fiat de segunda mano en Malaga,malaga,"Fecha de matriculación:  28-05-2019
tenemos los mejores precios del mercado (si encuentra un vehículo de las mismas características,  mas barato que el nuestro,  se lo mejoramos) 

* precio al contado:  11. 900 €

* precio marbesol:  10. 500 € (financiando y entregando un vehículo)

* su coche sin entrada desde 216€ (calculado a 72 meses)

* precio todo incluido (iva,  garantía,  transferencia y revisión)

*  vehículos revisados y km garantizados

*  servicio de transporte y entrega (solo península)

*",https://www.milanuncios.com/fiat-de-segunda-mano/fiat-500c-lounge-1-2-8v-51kw-69-cv-373846033.htm#fotos,año 2019,20.000 kms,,2 puertas,69 cv,manual,,gasolina
RENAULT - KADJAR INTENS GPF TCE 103KW 140CV,https://www.milanuncios.com/renault-de-segunda-mano/renault-kadjar-intens-gpf-tce-103kw-140cv-373846040.htm,Renault de segunda mano en Malaga,malaga,"Fecha de matriculación:  29-05-2019
tenemos los mejores precios del mercado (si encuentra un vehículo de las mismas características,  mas barato que el nuestro,  se lo mejoramos) 

* precio al contado:  16. 650 €

* precio marbesol:  14. 850 € (financiando y entregando un vehículo,  consultar condiciones)

* su coche sin entrada desde 216 € (calculado a 120 meses)

* precio todo incluido (iva,  garantía,  transferencia y revisión)

*  vehículos revisados y km garantizados

*  servicio de transporte",https://www.milanuncios.com/renault-de-segunda-mano/renault-kadjar-intens-gpf-tce-103kw-140cv-373846040.htm#fotos,año 2019,25.000 kms,,5 puertas,140 cv,manual,,gasolina
RENAULT - KADJAR INTENS GPF TCE 103KW 140CV,https://www.milanuncios.com/renault-de-segunda-mano/renault-kadjar-intens-gpf-tce-103kw-140cv-373846042.htm,Renault de segunda mano en Malaga,malaga,"Fecha de matriculación:  28-05-2019
tenemos los mejores precios del mercado (si encuentra un vehículo de las mismas características,  mas barato que el nuestro,  se lo mejoramos) 

* precio al contado:  17. 150 €

* precio marbesol:  15. 250 € (financiando y entregando un vehículo)

* su coche sin entrada desde 222 € (calculado a 120 meses)

* precio todo incluido (iva,  garantía,  transferencia y revisión)

*  vehículos revisados y km garantizados

*  servicio de transporte y entrega (solo península)

*",https://www.milanuncios.com/renault-de-segunda-mano/renault-kadjar-intens-gpf-tce-103kw-140cv-373846042.htm#fotos,año 2019,35.000 kms,,5 puertas,140 cv,manual,,gasolina
NISSAN - JUKE 1. 2 DIGT ACENTA,https://www.milanuncios.com/nissan-de-segunda-mano/nissan-juke-1-2-digt-acenta-373846043.htm,Nissan de segunda mano en Malaga,malaga,"Fecha de matriculación:  28-12-2017
vehiculo matriculado el 29/12/2017

tenemos los mejores precios del mercado (si encuentra un vehículo de las mismas características,  mas barato que el nuestro,  se lo mejoramos) 

* precio al contado:   11. 300 €

* precio marbesol:   10. 000 € (financiando y entregando un vehículo)

 * su coche sin entrada desde 202 € (calculado a 72 meses)

* precio todo incluido (iva,  garantía,  transferencia y revisión)

*  vehículos revisados y km garantizados

*  servicio",https://www.milanuncios.com/nissan-de-segunda-mano/nissan-juke-1-2-digt-acenta-373846043.htm#fotos,año 2016,60.000 kms,,5 puertas,115 cv,manual,,gasolina
VOLKSWAGEN - GOLF ADVANCE 1. 4 TSI BMT DSG,https://www.milanuncios.com/volkswagen-de-segunda-mano/volkswagen-golf-advance-1-4-tsi-bmt-dsg-373846049.htm,Volkswagen de segunda mano en Malaga,malaga,"Fecha de matriculación:  08-05-2017
tenemos los mejores precios del mercado (si encuentra un vehículo de las mismas características,  mas barato que el nuestro,  se lo mejoramos) 

* precio al contado:  14. 900 €

* precio marbesol:  13. 200 € (financiando y entregando un vehículo)

* su coche sin entrada desde 226 € (calculado a 96 meses)

* precio todo incluido (iva,  garantía,  transferencia y revisión)

*  vehículos revisados y km garantizados

*  servicio de transporte y entrega (solo península)

*",https://www.milanuncios.com/volkswagen-de-segunda-mano/volkswagen-golf-advance-1-4-tsi-bmt-dsg-373846049.htm#fotos,año 2017,65.000 kms,,5 puertas,125 cv,,automat,gasolina
FORD - FIESTA 1. 25 DURATEC 82CV TREND 5P,https://www.milanuncios.com/ford-de-segunda-mano/ford-fiesta-1-25-duratec-82cv-trend-5p-373846055.htm,Ford de segunda mano en Malaga,malaga,"Fecha de matriculación:  14-03-2016
tenemos los mejores precios del mercado (si encuentra un vehículo de las mismas características,  mas barato que el nuestro,  se lo mejoramos) 

* precio al contado:  6. 500 €

* precio marbesol:  6. 000 € (financiando)

* su coche sin entrada desde 136 € (calculado a 60 meses)

* precio todo incluido (iva,  garantía,  transferencia y revisión)

*  vehículos revisados y km garantizados

*  servicio de transporte y entrega (solo península)

* disponemos de mas colores",https://www.milanuncios.com/ford-de-segunda-mano/ford-fiesta-1-25-duratec-82cv-trend-5p-373846055.htm#fotos,año 2016,85.000 kms,,5 puertas,82 cv,manual,,gasolina
SKODA - FABIA 1. 0 MPI 55KW 75CV AMBITION,https://www.milanuncios.com/skoda-de-segunda-mano/skoda-fabia-1-0-mpi-55kw-75cv-ambition-373846060.htm,Skoda de segunda mano en Malaga,malaga,"Fecha de matriculación:  26-02-2018
tenemos los mejores precios del mercado (si encuentra un vehículo de las mismas características,  mas barato que el nuestro,  se lo mejoramos) 

* precio al contado:  8. 300 €

* precio marbesol:  7. 200 € (financiando y entregando un vehículo)

* su coche sin entrada desde 168 € (calculado a 60 meses)

* precio todo incluido (iva,  garantía,  transferencia y revisión)

*  vehículos revisados y km garantizados

*  servicio de transporte y entrega (solo península)

*",https://www.milanuncios.com/skoda-de-segunda-mano/skoda-fabia-1-0-mpi-55kw-75cv-ambition-373846060.htm#fotos,año 2018,40.000 kms,,5 puertas,75 cv,manual,,gasolina
SEAT - LEÓN,https://www.milanuncios.com/seat-de-segunda-mano/seat-leon-386820872.htm,Seat de segunda mano en Ourense / Orense,Ourense / Orense,"Seat león 2. 0tdi 150cv con llantas de aleación,  antiniebla delanteros,  climatizador,  bizona,  elevalunas electricos delanteros y traseros,  radio mp3,  usb,  bluetooth,  6 velocidades,  etc.  el coche se entrega totalmente revisado.  1 año de garantía .  electromecanica araujo ctra de vigo nº46. Color Azul",https://www.milanuncios.com/seat-de-segunda-mano/seat-leon-386820872.htm#fotos,año 2016,144.000 kms,diesel,5 puertas,150 cv,manual,,
SEAT - TOLEDO 1. 9 TDI 105CV REFERENCE,https://www.milanuncios.com/seat-de-segunda-mano/seat-toledo-1-9-tdi-105cv-reference-396145863.htm,Seat de segunda mano en Castellon De La Plana,castellon de la plana,"Más información teléfono de contacto y WhatsApp al
622-685-762
SE vende seat Toledo en muy buenas condiciones.  
Lleva el motor 1, 9 tdi,  con 105 cv.  Es el motor bueno sin problemas. 
Lleva aire acondicionado cierre centralizado,  elevalunas,  abs,  esp,  airbags control de crucero,  teléfono. . . . . .  
Itv y documentación al día,  embrague cambiado,  correa distribución también. 
Al coche no hay que hacerle nada.  
Admito prueba de taller. 
350 euros más 1 año de garantía.  
No negociable. 
No",https://www.milanuncios.com/seat-de-segunda-mano/seat-toledo-1-9-tdi-105cv-reference-396145863.htm#fotos,año 2006,290.000 kms,diesel,5 puertas,105 cv,manual,,
MERCEDES-BENZ - CLASE C C 220 CDI AVANTGARDE,https://www.milanuncios.com/mercedes-benz-de-segunda-mano/mercedes-benz-clase-c-c-220-cdi-avantgarde-389720869.htm,Mercedes benz de segunda mano en Castellon De La Plana,castellon de la plana,"Más información,  fotos WhatsApp al
622-685-762
Vendo M.  B.  220cdi en perfecto estado tanto de chapa como de mecanica.  
Motor y caja de cambios con 220 mil km.  
Lleva el acabado avangarde y cuenta con,  climatizador,  elevalunas,  control y limitador de velocidad,  abs,  esp,  cuero. . . . . 
Al coche no hay que hacerle nada.  
En el cuadro marca 466 mil km.  
Admito prueba de taller.  
350 euros más 1 año de garantía. 
No negociable. 
No negociable 
No llamar para negociar. Color Gris / Plata",https://www.milanuncios.com/mercedes-benz-de-segunda-mano/mercedes-benz-clase-c-c-220-cdi-avantgarde-389720869.htm#fotos,año 2006,220.000 kms,diesel,4 puertas,150 cv,,automat,
PEUGEOT - PARTNER TEPEE OUTDOOR 1. 6 HDI 110CV FAP,https://www.milanuncios.com/peugeot-de-segunda-mano/peugeot-partner-tepee-outdoor-1-6-hdi-110cv-fap-388081593.htm,Peugeot de segunda mano en Castellon De La Plana,castellon de la plana,"Más información al teléfono 
622-685-762 
se vende peugeot partner tepee,  1. 6 hdi 
utilizada con anterioridad para trabajar,  
km hechos por autopista
lleva aire acondicionado, elevalunas electricas. . . 
tiene algun desperfecto de chapa , pero nada importante
admito prueba de taller
no negociable  no negociable 
recojo coche como forma de pago.  
un año de garantia 350€ mas. Color Gris / Plata",https://www.milanuncios.com/peugeot-de-segunda-mano/peugeot-partner-tepee-outdoor-1-6-hdi-110cv-fap-388081593.htm#fotos,año 2010,330.000 kms,diesel,5 puertas,110 cv,manual,,
OPEL - ASTRA 1. 6 16V COMFORT,https://www.milanuncios.com/opel-de-segunda-mano/opel-astra-1-6-16v-comfort-388083744.htm,Opel de segunda mano en Castellon De La Plana,castellon de la plana,"Mas información fotos whatsapp al 
622-685-762 
se vende opel astra
motor 1. 6 gasolina
itv y documentacion al dia
lleva aire acondicionado, el coche funcciona perfecto
admito prueba de taller
un año de garantia 350€ mas. Color Granate",https://www.milanuncios.com/opel-de-segunda-mano/opel-astra-1-6-16v-comfort-388083744.htm#fotos,año 2002,400.000 kms,,4 puertas,100 cv,manual,,gasolina
,,,,,,,,,,,,,
MERCEDES-BENZ - CLASE C C 220 CDI AVANTGARDE,https://www.milanuncios.com/mercedes-benz-de-segunda-mano/mercedes-benz-clase-c-c-220-cdi-avantgarde-389720869.htm,Mercedes benz de segunda mano en Castellon De La Plana,castellon de la plana,"Más información,  fotos WhatsApp al
622-685-762
Vendo M.  B.  220cdi en perfecto estado tanto de chapa como de mecanica.  
Motor y caja de cambios con 220 mil km.  
Lleva el acabado avangarde y cuenta con,  climatizador,  elevalunas,  control y limitador de velocidad,  abs,  esp,  cuero. . . . . 
Al coche no hay que hacerle nada.  
En el cuadro marca 466 mil km.  
Admito prueba de taller.  
350 euros más 1 año de garantía. 
No negociable. 
No negociable 
No llamar para negociar. Color Gris / Plata",https://www.milanuncios.com/mercedes-benz-de-segunda-mano/mercedes-benz-clase-c-c-220-cdi-avantgarde-389720869.htm#fotos,año 2006,220.000 kms,diesel,4 puertas,150 cv,,automat,
CHEVROLET - LACETTI 1. 6 SX,https://www.milanuncios.com/chevrolet-de-segunda-mano/chevrolet-lacetti-1-6-sx-388148266.htm,Chevrolet de segunda mano en Pola De Siero/siero,pola de siero/siero,"Gancedo Motor vende Chevrolet Lacetti año 2006 1. 6 gasolina con 198. 000 km,  el vehículo se encuentra en buen estado de conservación.  Exteriores e interiores en muy buen estado.  El coche merece la pena verlo y probarlo,  el estado del coche es muy bueno.  Precio transferido y con 12 meses de garantia. Color Negro",https://www.milanuncios.com/chevrolet-de-segunda-mano/chevrolet-lacetti-1-6-sx-388148266.htm#fotos,año 2006,198.000 kms,,5 puertas,109 cv,manual,,gasolina
CITROEN - C4 AIRCROSS,https://www.milanuncios.com/citroen-de-segunda-mano/citroen-c4-aircross-392181062.htm,Citroen de segunda mano en Santiago Del Teide,Santiago del Teide,"ITV ,  se cumple en agosto y coche en  yen estado . contactar por wasaph y daré toda la la información que necesiten . Color Rojo",https://www.milanuncios.com/citroen-de-segunda-mano/citroen-c4-aircross-392181062.htm#fotos,año 2012,210.000 kms,diesel,5 puertas,,manual,,
AUDI - TT,https://www.milanuncios.com/audi-de-segunda-mano/audi-tt-377610478.htm,Audi de segunda mano en El Alamo (navalcarnero),El Alamo (Navalcarnero),"Espectacular Audi TT  Roadster,  no es un coche ,  es un capricho.  Vinilado en verde militar,  ruedas nuevas en llantas BBS.  Cambiado escape y turbo nuevo potenciado hasta 300cv,  el original son 180cv.  Interior supercuidado,  parece nuevo,  capota negra de tela,  eléctrica,   también perfecta , en el interior climatizador automático relojes de presión de aceite y de turbo pantalla con video,  retrovisor multimedia.  Motor impecable,  todos los manguitos nuevos,  limpio,  para comer en el.  Faros",https://www.milanuncios.com/audi-de-segunda-mano/audi-tt-377610478.htm#fotos,año 2002,187.000 kms,,2 puertas,300 cv,manual,,gasolina
HYUNDAI - MATRIX,https://www.milanuncios.com/hyundai-de-segunda-mano/hyundai-matrix-394668829.htm,Hyundai de segunda mano en Bilbao,Bilbao,"Diamond cars - begoña se vende hyundai matrix 1. 5 cdri de 110 cv 5 puertas . . . . se entraga con 1 año de garantia y transferencia incluida ….  año 2006 con un kilometraje de 90. 000 mil ….  mantenimientos siempre al dia tiene como extras ( cienrre centralizado ,  aire acondicionado,  elevalunas ,  espejos electricos ,  5 plazas ,  bandejas traseras ,  abs ,  radio cd ,  rudas al 80  % etc. . . .  ( se acepta coche o furgoneta  como parte de pago ) facil manejo y amplia mejor ver y provar un consumo",https://www.milanuncios.com/hyundai-de-segunda-mano/hyundai-matrix-394668829.htm#fotos,año 2006,90.000 kms,diesel,5 puertas,110 cv,manual,,
FORD - FIESTA,https://www.milanuncios.com/ford-de-segunda-mano/ford-fiesta-394665339.htm,Ford de segunda mano en Bilbao,Bilbao,"Diamond cars - begoña se vende ford fiesta 1. 4 tdci de 89 cv 5 puertas . . . . se entraga con 1 año de garantia y transferencia incluida ….  año 2007 con un kilometraje de 160. 000 mil ….  mantenimientos siempre al dia tiene como extras ( cienrre con mando , aire acondicionado ,  elevalunas ,  espejos electricos ,  abs ,  radio cd ,  rudas al 90 % etc. . . .  ( se acepta coche o furgoneta como parte de pago ) mejor ver y provar un consumo de 4, 7l ….  nos encontramos en (( av.  zumalacarregui 117",https://www.milanuncios.com/ford-de-segunda-mano/ford-fiesta-394665339.htm#fotos,año 2005,160.000 kms,diesel,5 puertas,80 cv,manual,,
